"","probesDrop"
"31111","cg25107893"
"31112","cg25108548"
"31113","cg25109031"
"31114","cg25109789"
"31115","cg25110245"
"31116","cg25110680"
"31117","cg25111583"
"31118","cg25111926"
"31119","cg25112611"
"31120","cg25114630"
"31121","cg25115829"
"31122","cg25117142"
"31123","cg25117822"
"31124","cg25118511"
"31125","cg25120325"
"31126","cg25120459"
"31127","cg25120945"
"31128","cg25121227"
"31129","cg25122433"
"31130","cg25122824"
"31131","cg25123564"
"31132","cg25124058"
"31133","cg25124228"
"31134","cg25124584"
"31135","cg25124956"
"31136","cg25124999"
"31137","cg25127778"
"31138","cg25130238"
"31139","cg25130336"
"31140","cg25130590"
"31141","cg25131079"
"31142","cg25131771"
"31143","cg25134567"
"31144","cg25134647"
"31145","cg25134701"
"31146","cg25137436"
"31147","cg25138327"
"31148","cg25138752"
"31149","cg25139410"
"31150","cg25140213"
"31151","cg25140657"
"31152","cg25141611"
"31153","cg25141642"
"31154","cg25141757"
"31155","cg25142100"
"31156","cg25143743"
"31157","cg25144696"
"31158","cg25145680"
"31159","cg25146814"
"31160","cg25149037"
"31161","cg25149510"
"31162","cg25149637"
"31163","cg25150189"
"31164","cg25150572"
"31165","cg25151104"
"31166","cg25151274"
"31167","cg25152058"
"31168","cg25154236"
"31169","cg25154270"
"31170","cg25154424"
"31171","cg25155022"
"31172","cg25157999"
"31173","cg25159159"
"31174","cg25161029"
"31175","cg25161252"
"31176","cg25162301"
"31177","cg25164009"
"31178","cg25164490"
"31179","cg25164996"
"31180","cg25165144"
"31181","cg25165358"
"31182","cg25166820"
"31183","cg25168288"
"31184","cg25169180"
"31185","cg25169733"
"31186","cg25170091"
"31187","cg25171089"
"31188","cg25172835"
"31189","cg25172968"
"31190","cg25173341"
"31191","cg25173405"
"31192","cg25174111"
"31193","cg25174338"
"31194","cg25174615"
"31195","cg25178500"
"31196","cg25178765"
"31197","cg25179470"
"31198","cg25179949"
"31199","cg25180228"
"31200","cg25181490"
"31201","cg25182066"
"31202","cg25184088"
"31203","cg25184502"
"31204","cg25184754"
"31205","cg25185525"
"31206","cg25186055"
"31207","cg25186680"
"31208","cg25186909"
"31209","cg25188166"
"31210","cg25188239"
"31211","cg25188942"
"31212","cg25192419"
"31213","cg25193571"
"31214","cg25195158"
"31215","cg25195497"
"31216","cg25196296"
"31217","cg25197181"
"31218","cg25197388"
"31219","cg25199536"
"31220","cg25201381"
"31221","cg25203245"
"31222","cg25203265"
"31223","cg25203856"
"31224","cg25204360"
"31225","cg25205988"
"31226","cg25206417"
"31227","cg25206565"
"31228","cg25206764"
"31229","cg25207147"
"31230","cg25207776"
"31231","cg25207952"
"31232","cg25209153"
"31233","cg25209294"
"31234","cg25209672"
"31235","cg25210580"
"31236","cg25211875"
"31237","cg25214090"
"31238","cg25214924"
"31239","cg25215047"
"31240","cg25215565"
"31241","cg25215885"
"31242","cg25219495"
"31243","cg25220063"
"31244","cg25220979"
"31245","cg25220985"
"31246","cg25221819"
"31247","cg25223716"
"31248","cg25224551"
"31249","cg25226226"
"31250","cg25226657"
"31251","cg25228562"
"31252","cg25228870"
"31253","cg25229430"
"31254","cg25230549"
"31255","cg25232719"
"31256","cg25232888"
"31257","cg25234324"
"31258","cg25235326"
"31259","cg25236894"
"31260","cg25239095"
"31261","cg25245477"
"31262","cg25245744"
"31263","cg25245989"
"31264","cg25246723"
"31265","cg25247409"
"31266","cg25247558"
"31267","cg25247636"
"31268","cg25247689"
"31269","cg25248174"
"31270","cg25249362"
"31271","cg25249670"
"31272","cg25250833"
"31273","cg25251374"
"31274","cg25251442"
"31275","cg25252017"
"31276","cg25252777"
"31277","cg25252977"
"31278","cg25253424"
"31279","cg25253727"
"31280","cg25256661"
"31281","cg25258515"
"31282","cg25259142"
"31283","cg25260114"
"31284","cg25262361"
"31285","cg25264630"
"31286","cg25265764"
"31287","cg25265769"
"31288","cg25265805"
"31289","cg25266880"
"31290","cg25266888"
"31291","cg25267285"
"31292","cg25267930"
"31293","cg25269756"
"31294","cg25270178"
"31295","cg25270367"
"31296","cg25270655"
"31297","cg25273936"
"31298","cg25275166"
"31299","cg25275372"
"31300","cg25276223"
"31301","cg25276700"
"31302","cg25277174"
"31303","cg25278175"
"31304","cg25278298"
"31305","cg25279739"
"31306","cg25282037"
"31307","cg25282354"
"31308","cg25282454"
"31309","cg25283336"
"31310","cg25283486"
"31311","cg25283846"
"31312","cg25284089"
"31313","cg25284624"
"31314","cg25285646"
"31315","cg25286012"
"31316","cg25286967"
"31317","cg25288085"
"31318","cg25288455"
"31319","cg25288627"
"31320","cg25288855"
"31321","cg25289899"
"31322","cg25290175"
"31323","cg25290307"
"31324","cg25291250"
"31325","cg25291698"
"31326","cg25294417"
"31327","cg25295453"
"31328","cg25295726"
"31329","cg25298544"
"31330","cg25299580"
"31331","cg25299750"
"31332","cg25299895"
"31333","cg25300694"
"31334","cg25306093"
"31335","cg25306444"
"31336","cg25306939"
"31337","cg25307521"
"31338","cg25308044"
"31339","cg25308440"
"31340","cg25308803"
"31341","cg25308976"
"31342","cg25309564"
"31343","cg25310195"
"31344","cg25310822"
"31345","cg25311637"
"31346","cg25312372"
"31347","cg25312939"
"31348","cg25312970"
"31349","cg25313464"
"31350","cg25313840"
"31351","cg25314152"
"31352","cg25314216"
"31353","cg25315400"
"31354","cg25320587"
"31355","cg25320763"
"31356","cg25322720"
"31357","cg25325005"
"31358","cg25325501"
"31359","cg25325592"
"31360","cg25325615"
"31361","cg25326729"
"31362","cg25326952"
"31363","cg25328413"
"31364","cg25329415"
"31365","cg25330243"
"31366","cg25330366"
"31367","cg25331127"
"31368","cg25331437"
"31369","cg25332717"
"31370","cg25334461"
"31371","cg25335009"
"31372","cg25336634"
"31373","cg25336902"
"31374","cg25336926"
"31375","cg25338902"
"31376","cg25340432"
"31377","cg25341923"
"31378","cg25342409"
"31379","cg25344265"
"31380","cg25344322"
"31381","cg25344401"
"31382","cg25345528"
"31383","cg25346444"
"31384","cg25346709"
"31385","cg25347356"
"31386","cg25347615"
"31387","cg25350872"
"31388","cg25351550"
"31389","cg25352200"
"31390","cg25354169"
"31391","cg25354587"
"31392","cg25354848"
"31393","cg25354915"
"31394","cg25354926"
"31395","cg25355137"
"31396","cg25355501"
"31397","cg25356066"
"31398","cg25356951"
"31399","cg25357022"
"31400","cg25357666"
"31401","cg25358761"
"31402","cg25360147"
"31403","cg25360518"
"31404","cg25360747"
"31405","cg25361454"
"31406","cg25362169"
"31407","cg25362585"
"31408","cg25363046"
"31409","cg25364273"
"31410","cg25365518"
"31411","cg25366404"
"31412","cg25367352"
"31413","cg25367758"
"31414","cg25368212"
"31415","cg25369070"
"31416","cg25369248"
"31417","cg25370039"
"31418","cg25371169"
"31419","cg25371314"
"31420","cg25371692"
"31421","cg25372449"
"31422","cg25372841"
"31423","cg25374039"
"31424","cg25376451"
"31425","cg25377178"
"31426","cg25378917"
"31427","cg25380791"
"31428","cg25382128"
"31429","cg25382214"
"31430","cg25382486"
"31431","cg25382751"
"31432","cg25382764"
"31433","cg25384473"
"31434","cg25384595"
"31435","cg25385150"
"31436","cg25387309"
"31437","cg25388528"
"31438","cg25388939"
"31439","cg25388952"
"31440","cg25390979"
"31441","cg25392187"
"31442","cg25393429"
"31443","cg25393495"
"31444","cg25394109"
"31445","cg25394452"
"31446","cg25395304"
"31447","cg25395812"
"31448","cg25397054"
"31449","cg25397818"
"31450","cg25397973"
"31451","cg25399541"
"31452","cg25400378"
"31453","cg25402281"
"31454","cg25403174"
"31455","cg25405719"
"31456","cg25406442"
"31457","cg25407064"
"31458","cg25407410"
"31459","cg25407448"
"31460","cg25408960"
"31461","cg25409185"
"31462","cg25409448"
"31463","cg25410636"
"31464","cg25410789"
"31465","cg25411239"
"31466","cg25416334"
"31467","cg25416582"
"31468","cg25416605"
"31469","cg25417298"
"31470","cg25417551"
"31471","cg25420101"
"31472","cg25421357"
"31473","cg25421423"
"31474","cg25421569"
"31475","cg25421663"
"31476","cg25421908"
"31477","cg25422346"
"31478","cg25423002"
"31479","cg25424419"
"31480","cg25427524"
"31481","cg25427580"
"31482","cg25428156"
"31483","cg25428213"
"31484","cg25428810"
"31485","cg25430671"
"31486","cg25430713"
"31487","cg25431120"
"31488","cg25431819"
"31489","cg25433760"
"31490","cg25436684"
"31491","cg25438746"
"31492","cg25438801"
"31493","cg25440893"
"31494","cg25441176"
"31495","cg25442844"
"31496","cg25443943"
"31497","cg25445671"
"31498","cg25446117"
"31499","cg25449924"
"31500","cg25450121"
"31501","cg25450321"
"31502","cg25450649"
"31503","cg25452172"
"31504","cg25454843"
"31505","cg25455143"
"31506","cg25455408"
"31507","cg25455773"
"31508","cg25456068"
"31509","cg25462716"
"31510","cg25462858"
"31511","cg25463478"
"31512","cg25463483"
"31513","cg25464235"
"31514","cg25465065"
"31515","cg25465344"
"31516","cg25467367"
"31517","cg25467493"
"31518","cg25469698"
"31519","cg25470080"
"31520","cg25470197"
"31521","cg25470939"
"31522","cg25471916"
"31523","cg25472353"
"31524","cg25472589"
"31525","cg25473438"
"31526","cg25475591"
"31527","cg25475999"
"31528","cg25476243"
"31529","cg25477813"
"31530","cg25479692"
"31531","cg25482100"
"31532","cg25486979"
"31533","cg25487804"
"31534","cg25489035"
"31535","cg25490410"
"31536","cg25490483"
"31537","cg25491145"
"31538","cg25493948"
"31539","cg25495606"
"31540","cg25495650"
"31541","cg25495844"
"31542","cg25497175"
"31543","cg25497572"
"31544","cg25499728"
"31545","cg25500642"
"31546","cg25501666"
"31547","cg25501817"
"31548","cg25503149"
"31549","cg25503903"
"31550","cg25503999"
"31551","cg25505476"
"31552","cg25505887"
"31553","cg25507406"
"31554","cg25507518"
"31555","cg25508118"
"31556","cg25510115"
"31557","cg25513108"
"31558","cg25513610"
"31559","cg25514992"
"31560","cg25520068"
"31561","cg25521439"
"31562","cg25526475"
"31563","cg25526519"
"31564","cg25528449"
"31565","cg25528474"
"31566","cg25531220"
"31567","cg25533133"
"31568","cg25533387"
"31569","cg25533519"
"31570","cg25536002"
"31571","cg25538450"
"31572","cg25539045"
"31573","cg25539255"
"31574","cg25539628"
"31575","cg25539910"
"31576","cg25540579"
"31577","cg25540824"
"31578","cg25542007"
"31579","cg25542438"
"31580","cg25543264"
"31581","cg25543773"
"31582","cg25544075"
"31583","cg25544384"
"31584","cg25546118"
"31585","cg25546888"
"31586","cg25547135"
"31587","cg25547848"
"31588","cg25548350"
"31589","cg25548869"
"31590","cg25549733"
"31591","cg25550390"
"31592","cg25550823"
"31593","cg25553128"
"31594","cg25553522"
"31595","cg25554036"
"31596","cg25554917"
"31597","cg25555753"
"31598","cg25556453"
"31599","cg25557481"
"31600","cg25558404"
"31601","cg25561821"
"31602","cg25561875"
"31603","cg25562619"
"31604","cg25563480"
"31605","cg25564752"
"31606","cg25565376"
"31607","cg25565683"
"31608","cg25567048"
"31609","cg25569203"
"31610","cg25569462"
"31611","cg25569687"
"31612","cg25570222"
"31613","cg25572922"
"31614","cg25574548"
"31615","cg25574742"
"31616","cg25574965"
"31617","cg25575115"
"31618","cg25575628"
"31619","cg25575831"
"31620","cg25576011"
"31621","cg25576093"
"31622","cg25576961"
"31623","cg25577202"
"31624","cg25577497"
"31625","cg25578798"
"31626","cg25579583"
"31627","cg25579675"
"31628","cg25580268"
"31629","cg25582669"
"31630","cg25583180"
"31631","cg25583601"
"31632","cg25584415"
"31633","cg25585323"
"31634","cg25586329"
"31635","cg25587481"
"31636","cg25588852"
"31637","cg25588969"
"31638","cg25589016"
"31639","cg25591106"
"31640","cg25591573"
"31641","cg25591664"
"31642","cg25593159"
"31643","cg25593194"
"31644","cg25595319"
"31645","cg25595449"
"31646","cg25597366"
"31647","cg25597894"
"31648","cg25598062"
"31649","cg25598624"
"31650","cg25598710"
"31651","cg25599198"
"31652","cg25599412"
"31653","cg25599538"
"31654","cg25599761"
"31655","cg25600027"
"31656","cg25600692"
"31657","cg25601515"
"31658","cg25601709"
"31659","cg25601713"
"31660","cg25601879"
"31661","cg25602732"
"31662","cg25605038"
"31663","cg25605800"
"31664","cg25607225"
"31665","cg25607226"
"31666","cg25608061"
"31667","cg25608078"
"31668","cg25609284"
"31669","cg25612710"
"31670","cg25613667"
"31671","cg25614253"
"31672","cg25615184"
"31673","cg25617028"
"31674","cg25618271"
"31675","cg25618559"
"31676","cg25619184"
"31677","cg25619287"
"31678","cg25620797"
"31679","cg25620901"
"31680","cg25622036"
"31681","cg25625370"
"31682","cg25625985"
"31683","cg25626166"
"31684","cg25626264"
"31685","cg25627403"
"31686","cg25627675"
"31687","cg25628542"
"31688","cg25629930"
"31689","cg25631033"
"31690","cg25631414"
"31691","cg25631436"
"31692","cg25632230"
"31693","cg25634175"
"31694","cg25635139"
"31695","cg25635251"
"31696","cg25635916"
"31697","cg25636742"
"31698","cg25637520"
"31699","cg25637655"
"31700","cg25638870"
"31701","cg25639466"
"31702","cg25641439"
"31703","cg25641451"
"31704","cg25641515"
"31705","cg25642184"
"31706","cg25643088"
"31707","cg25644095"
"31708","cg25644478"
"31709","cg25644740"
"31710","cg25645199"
"31711","cg25646005"
"31712","cg25649261"
"31713","cg25649283"
"31714","cg25649515"
"31715","cg25650661"
"31716","cg25651627"
"31717","cg25652873"
"31718","cg25653839"
"31719","cg25654242"
"31720","cg25654326"
"31721","cg25654774"
"31722","cg25655096"
"31723","cg25655482"
"31724","cg25655593"
"31725","cg25656514"
"31726","cg25657700"
"31727","cg25658612"
"31728","cg25659893"
"31729","cg25660390"
"31730","cg25662053"
"31731","cg25663310"
"31732","cg25664050"
"31733","cg25667028"
"31734","cg25668093"
"31735","cg25669230"
"31736","cg25669494"
"31737","cg25669547"
"31738","cg25672097"
"31739","cg25673075"
"31740","cg25673357"
"31741","cg25673945"
"31742","cg25674027"
"31743","cg25674613"
"31744","cg25676156"
"31745","cg25676786"
"31746","cg25677261"
"31747","cg25679475"
"31748","cg25681774"
"31749","cg25682829"
"31750","cg25682920"
"31751","cg25683963"
"31752","cg25684392"
"31753","cg25685062"
"31754","cg25686074"
"31755","cg25687179"
"31756","cg25689079"
"31757","cg25689955"
"31758","cg25690016"
"31759","cg25691775"
"31760","cg25691834"
"31761","cg25691927"
"31762","cg25692785"
"31763","cg25692928"
"31764","cg25693317"
"31765","cg25696906"
"31766","cg25698978"
"31767","cg25699073"
"31768","cg25702490"
"31769","cg25703243"
"31770","cg25703338"
"31771","cg25703864"
"31772","cg25705266"
"31773","cg25706012"
"31774","cg25706060"
"31775","cg25706552"
"31776","cg25707470"
"31777","cg25708755"
"31778","cg25709790"
"31779","cg25711278"
"31780","cg25711289"
"31781","cg25713370"
"31782","cg25715949"
"31783","cg25716065"
"31784","cg25717351"
"31785","cg25718748"
"31786","cg25719786"
"31787","cg25720930"
"31788","cg25721625"
"31789","cg25721806"
"31790","cg25722644"
"31791","cg25723933"
"31792","cg25726224"
"31793","cg25726425"
"31794","cg25726684"
"31795","cg25728699"
"31796","cg25729257"
"31797","cg25729432"
"31798","cg25730237"
"31799","cg25730351"
"31800","cg25731211"
"31801","cg25731347"
"31802","cg25731866"
"31803","cg25732381"
"31804","cg25734269"
"31805","cg25734785"
"31806","cg25734825"
"31807","cg25734864"
"31808","cg25734951"
"31809","cg25736002"
"31810","cg25736465"
"31811","cg25736626"
"31812","cg25737411"
"31813","cg25740500"
"31814","cg25741567"
"31815","cg25744355"
"31816","cg25744682"
"31817","cg25744767"
"31818","cg25744776"
"31819","cg25745056"
"31820","cg25745201"
"31821","cg25745697"
"31822","cg25745746"
"31823","cg25749565"
"31824","cg25750228"
"31825","cg25751895"
"31826","cg25753915"
"31827","cg25754195"
"31828","cg25754248"
"31829","cg25754933"
"31830","cg25754956"
"31831","cg25756858"
"31832","cg25757689"
"31833","cg25757877"
"31834","cg25760776"
"31835","cg25761270"
"31836","cg25761809"
"31837","cg25763538"
"31838","cg25764166"
"31839","cg25764595"
"31840","cg25765936"
"31841","cg25768673"
"31842","cg25770225"
"31843","cg25770948"
"31844","cg25771113"
"31845","cg25771854"
"31846","cg25773259"
"31847","cg25773447"
"31848","cg25777212"
"31849","cg25779349"
"31850","cg25780109"
"31851","cg25780434"
"31852","cg25782003"
"31853","cg25783610"
"31854","cg25785155"
"31855","cg25788513"
"31856","cg25788549"
"31857","cg25788719"
"31858","cg25789511"
"31859","cg25790212"
"31860","cg25790298"
"31861","cg25792410"
"31862","cg25793051"
"31863","cg25793521"
"31864","cg25796445"
"31865","cg25796986"
"31866","cg25799073"
"31867","cg25800527"
"31868","cg25803242"
"31869","cg25803961"
"31870","cg25804251"
"31871","cg25804357"
"31872","cg25807061"
"31873","cg25809434"
"31874","cg25810999"
"31875","cg25811766"
"31876","cg25813714"
"31877","cg25813936"
"31878","cg25814743"
"31879","cg25816357"
"31880","cg25817503"
"31881","cg25817752"
"31882","cg25817884"
"31883","cg25818583"
"31884","cg25820791"
"31885","cg25821436"
